,listing_id,negative_sentiment,neutral_sentiment,positive_sentiment,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
67,76073,0.0084259259259259,0.7590370370370371,0.2325555555555555,House,Entire home/apt,11,1.5,5.0,6.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$400.00,0,0,21,290,54,9.0,9.0,10.0,10.0,9.0,9.0,0.82
68,77681,0.0186666666666666,0.7292380952380952,0.2520952380952381,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Breakfast,""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$160.00,30,58,88,363,21,9.0,8.0,8.0,9.0,9.0,8.0,0.35
69,77691,0.0184484536082474,0.6930876288659794,0.2884484536082474,House,Private room,3,1.5,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$65.00,29,56,86,361,194,9.0,9.0,9.0,9.0,8.0,9.0,2.89
70,82637,0.0075,0.754125,0.2384375,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Hot Tub"",Heating,""Family/Kid Friendly""}",$175.00,28,58,88,363,16,8.0,8.0,9.0,9.0,9.0,8.0,0.27
71,91588,0.02575,0.755,0.21925,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$80.00,23,53,83,358,8,9.0,10.0,10.0,9.0,9.0,9.0,0.12
72,93505,0.0099638554216867,0.7323493975903614,0.2577168674698795,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector""}",$199.00,11,23,23,269,166,9.0,9.0,10.0,10.0,10.0,9.0,2.57
73,95453,0.0034166666666666,0.652,0.3446666666666667,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$175.00,11,20,50,325,12,10.0,10.0,10.0,10.0,9.0,10.0,0.18
74,115936,0.0328571428571428,0.8114285714285714,0.1558571428571428,Apartment,Entire home/apt,12,1.0,4.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly""}",$525.00,2,22,52,327,7,7.0,8.0,8.0,8.0,9.0,7.0,0.13
75,118905,0.0247647058823529,0.7144117647058823,0.2608823529411764,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$320.00,15,45,75,350,17,9.0,10.0,10.0,10.0,9.0,9.0,0.27
76,130552,0.028,0.831,0.1415,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$269.00,29,59,89,364,2,10.0,10.0,10.0,10.0,9.0,8.0,0.05
77,160572,0.014,0.702,0.284,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Hangers,""Hair Dryer"",Iron}",$450.00,0,0,0,248,2,10.0,10.0,10.0,10.0,10.0,10.0,0.04
78,163941,0.0146014492753623,0.7296811594202899,0.2556739130434782,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$225.00,5,23,53,323,138,10.0,10.0,10.0,10.0,8.0,9.0,2.24
79,164418,0.0156756756756756,0.7261351351351352,0.2581891891891892,House,Private room,2,1.0,1.0,1.0,Futon,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",""Laptop Friendly Workspace""}",$75.00,29,53,83,160,37,9.0,9.0,10.0,10.0,9.0,9.0,0.61
80,169430,0.0145238095238095,0.7161047619047619,0.2693523809523809,House,Entire home/apt,10,2.0,4.0,6.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$150.00,1,1,3,18,105,9.0,9.0,10.0,10.0,8.0,9.0,1.71
81,169938,0.0,1.0,0.0,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Washer / Dryer"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$140.00,17,24,54,144,1,,,,,,,1.0
82,176006,0.0155681818181818,0.7021818181818182,0.2822613636363636,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}",$60.00,15,32,53,314,88,10.0,10.0,10.0,9.0,7.0,9.0,1.46
83,177129,0.0145038167938931,0.7116030534351145,0.2738702290076336,House,Private room,3,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$69.00,0,0,0,261,131,9.0,10.0,10.0,10.0,9.0,9.0,2.14
84,179244,0.0246419753086419,0.666037037037037,0.3093456790123456,House,Private room,2,1.5,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer}",$70.00,13,43,73,348,81,9.0,8.0,9.0,9.0,8.0,9.0,1.33
85,179245,0.0204545454545454,0.6528181818181817,0.3267272727272727,House,Private room,2,1.5,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer}",$70.00,12,42,72,347,33,9.0,9.0,9.0,9.0,8.0,9.0,0.55
86,180914,0.1425,0.712,0.146,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer}",$249.00,29,59,89,364,2,8.0,8.0,6.0,8.0,9.0,7.0,0.04
87,182049,0.0136060606060606,0.7126666666666667,0.2737272727272727,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$300.00,30,60,90,365,33,9.0,9.0,10.0,10.0,9.0,10.0,0.53
88,182613,0.01032,0.7401000000000001,0.24968,Apartment,Entire home/apt,8,1.0,2.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$169.00,6,14,38,38,50,10.0,10.0,10.0,10.0,9.0,9.0,0.81
89,189965,0.0123030303030303,0.6774545454545455,0.3101212121212121,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Air Conditioning"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",Shampoo}",$125.00,15,45,75,350,33,10.0,10.0,10.0,10.0,10.0,9.0,0.53
90,195515,0.041,0.794,0.165,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$199.00,29,59,89,89,1,8.0,10.0,6.0,10.0,10.0,8.0,0.02
91,196806,0.0052195121951219,0.6716341463414633,0.3230975609756097,Apartment,Shared room,1,1.0,1.0,1.0,Couch,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer""}",$79.00,28,58,84,359,41,10.0,10.0,10.0,10.0,10.0,10.0,0.67
92,197146,0.0212,0.626,0.3527,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning""}",$356.00,24,50,75,350,20,9.0,9.0,9.0,9.0,10.0,8.0,0.36
93,197727,0.0136818181818181,0.6481818181818182,0.3381818181818181,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Hair Dryer"",Iron}",$85.00,0,1,31,306,22,10.0,10.0,10.0,10.0,10.0,10.0,0.36
94,197972,0.0097478260869565,0.7042,0.2860521739130435,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$145.00,7,21,51,322,230,10.0,10.0,10.0,10.0,10.0,10.0,3.86
95,200265,0.0140084745762711,0.7194830508474577,0.2664491525423729,House,Private room,3,1.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$79.00,1,31,61,336,118,9.0,10.0,10.0,10.0,9.0,9.0,1.96
96,205894,0.017024,0.712216,0.270744,House,Private room,2,1.5,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$65.00,16,46,76,351,125,9.0,9.0,9.0,9.0,8.0,9.0,2.05
97,210097,0.0131304347826086,0.7054173913043479,0.2814521739130434,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$100.00,2,4,9,284,115,10.0,10.0,10.0,10.0,10.0,10.0,1.9
98,213086,0.0127727272727272,0.7356818181818181,0.2515909090909091,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$70.00,0,0,0,259,22,9.0,8.0,10.0,10.0,9.0,9.0,0.76
99,217498,0.0135666666666666,0.724325,0.2538083333333333,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$110.00,3,21,34,301,120,10.0,10.0,10.0,10.0,9.0,9.0,2.03
100,218259,0.0262,0.6864,0.2874,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$269.00,29,59,89,364,5,8.0,9.0,9.0,6.0,9.0,8.0,0.09
101,220676,0.01089375,0.6551875,0.33391875,House,Private room,5,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$69.00,16,46,64,249,160,10.0,10.0,10.0,10.0,10.0,9.0,2.66
102,225224,0.0146902173913043,0.7072771739130436,0.2780489130434783,House,Private room,1,,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector""}",$98.00,11,28,54,329,184,9.0,8.0,10.0,9.0,10.0,9.0,3.09
103,225834,0.0120526315789473,0.7344736842105263,0.2534473684210526,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$70.00,0,0,24,299,38,9.0,10.0,10.0,10.0,9.0,9.0,0.63
104,225979,0.0088714285714285,0.7353714285714286,0.2557714285714286,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$60.00,4,34,64,339,70,9.0,10.0,10.0,10.0,9.0,10.0,1.16
105,228883,0.0325,0.67275,0.29475,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",""Family/Kid Friendly"",Washer,Dryer}",$349.00,29,59,89,364,4,10.0,10.0,10.0,9.0,10.0,9.0,0.09
106,232990,0.0147454545454545,0.7137454545454546,0.2715454545454545,House,Private room,3,1.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$79.00,0,0,16,291,55,9.0,10.0,10.0,10.0,9.0,9.0,0.9
107,238846,0.008,0.7566666666666666,0.2353333333333333,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$300.00,30,60,90,365,15,9.0,8.0,10.0,10.0,8.0,8.0,0.25
108,250345,0.0256363636363636,0.6680454545454545,0.3062272727272727,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",$285.00,4,21,43,313,22,9.0,8.0,9.0,8.0,10.0,8.0,0.39
109,250983,0.008076923076923,0.7063846153846154,0.2854615384615384,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Laptop Friendly Workspace""}",$350.00,0,0,0,240,13,10.0,9.0,10.0,10.0,9.0,9.0,0.24
110,257588,0.0123484848484848,0.7146590909090909,0.273030303030303,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$200.00,14,32,57,325,132,10.0,10.0,10.0,10.0,10.0,9.0,2.62
111,276450,0.0269814814814814,0.714037037037037,0.2589629629629629,Apartment,Entire home/apt,4,,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly""}",$167.00,17,33,53,328,54,9.0,9.0,9.0,8.0,9.0,8.0,1.02
112,295285,0.0189473684210526,0.7458421052631579,0.2351052631578947,House,Private room,4,1.5,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",Washer,Dryer}",$80.00,0,0,12,287,19,10.0,9.0,10.0,10.0,9.0,10.0,0.47
113,311240,0.021141304347826,0.6990434782608695,0.2797934782608696,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Laptop Friendly Workspace""}",$175.00,15,40,70,160,92,9.0,9.0,9.0,9.0,10.0,9.0,1.66
114,315982,0.0204404761904761,0.7345238095238096,0.2450833333333333,Townhouse,Entire home/apt,6,1.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$165.00,13,43,73,132,84,9.0,9.0,9.0,9.0,8.0,9.0,1.53
115,321328,0.0209090909090909,0.6325454545454545,0.3465454545454545,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly""}",$100.00,21,51,81,356,11,9.0,8.0,10.0,9.0,9.0,9.0,0.21
116,322593,0.014,0.7010833333333334,0.2849114583333333,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$183.00,7,25,52,146,192,9.0,9.0,10.0,10.0,10.0,9.0,4.57
117,332225,0.0122926829268292,0.669609756097561,0.3180487804878049,House,Entire home/apt,4,2.0,4.0,3.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",$159.00,3,4,4,16,41,10.0,9.0,9.0,10.0,9.0,9.0,0.86
118,336946,0.0107794117647058,0.6922058823529412,0.2970441176470588,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$135.00,11,23,44,319,68,10.0,9.0,10.0,10.0,9.0,9.0,2.35
119,336960,0.0203103448275862,0.6867931034482758,0.292903448275862,House,Private room,3,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$70.00,14,37,65,326,145,10.0,9.0,10.0,9.0,9.0,9.0,2.62
120,349347,0.0348727272727272,0.701,0.2641636363636364,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",$150.00,17,44,74,349,55,9.0,9.0,9.0,9.0,9.0,8.0,1.05
121,369880,0.008,0.71025,0.28175,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events""}",$140.00,2,7,14,248,16,10.0,10.0,10.0,10.0,10.0,9.0,0.66
122,369940,0.0164210526315789,0.7563684210526316,0.2272105263157894,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector""}",$199.00,3,4,19,172,19,9.0,10.0,10.0,10.0,10.0,10.0,0.47
